	Lead Result	Lead Result	Lead Result	Lead Result	Lead Result
	min	max	mean	count	count_above_5
PalmerWaySWEETWATERAUTHORITY	5.0	5.0	5.0	5	0.0
PalmiterSpecialEducationSACRAMENTOSUBURBANWATERDISTRICT	5.0	5.0	5.0	5	0.0
PalmquistElementaryOCEANSIDECITYOF	5.0	5.0	5.0	5	0.0
PalomaElementaryVALLECITOSWD	5.0	5.0	5.0	5	0.0
PalomarElementarySWEETWATERAUTHORITY	5.0	5.0	5.0	5	0.0
PalomarHighSWEETWATERAUTHORITY	5.0	5.0	5.0	4	0.0
PanamaElementaryCWSBAKERSFIELD	5.0	5.0	5.0	2	0.0
ParadiseHillsElementarySANDIEGOCITYOF	5.0	5.0	5.0	5	0.0
ParkElementaryCITYOFALHAMBRA	5.0	5.0	5.0	5	0.0
ParkHillElementaryEASTERNMUNICIPALWD	5.0	5.0	5.0	5	0.0
ParkViewElementaryVENTURAWWDNO8SIMIVALLEY	5.0	5.0	5.0	3	0.0
ParkViewMiddleYUCAIPAVALLEYWATERDISTRICT	5.0	23.0	6.5	12	1.0
ParkerElementaryEASTBAYMUD	5.0	5.0	5.0	10	0.0
ParkerJeanElementarySFPUCCITYDISTRIBUTIONDIVISION	5.0	5.0	5.0	5	0.0
ParkerWhitneyElementaryPLACERCWAFOOTHILL	5.0	5.0	5.0	5	0.0
ParkmeadElementaryEASTBAYMUD	5.0	5.0	5.0	5	0.0
ParksRosaElementarySFPUCCITYDISTRIBUTIONDIVISION	5.0	5.0	5.0	5	0.0
ParkwayElementaryCALAMPARKWAY	5.0	5.0	5.0	5	0.0
ParkwayMiddleHELIXWATERDISTRICT	5.0	5.0	5.0	3	0.0
PasadenaHighPASADENACITYWATERDEPT	5.0	5.0	5.0	5	0.0
PasoVerdeSchoolCITYOFSACRAMENTOMAIN	5.0	5.0	5.0	2	0.0
PathwaysCommunityDaySACRAMENTOSUBURBANWATERDISTRICT	5.0	5.0	5.0	1	0.0
PatwinElementaryCITYOFDAVIS	5.0	5.0	5.0	5	0.0
PaulLCatoMiddleCWSBAKERSFIELD	5.0	5.0	5.0	5	0.0
PauldingMiddleARROYOGRANDEWATERDEPARTMENT	5.0	5.0	5.0	5	0.0
PeabodyGeorgeElementarySFPUCCITYDISTRIBUTIONDIVISION	5.0	8.17	5.634	5	1.0
PennElementarySANDIEGOCITYOF	5.0	5.0	5.0	5	0.0
PepperDriveElementaryHELIXWATERDISTRICT	5.0	5.0	5.0	5	0.0
PeraltaElementaryEASTBAYMUD	5.0	5.0	5.0	5	0.0
PeresElementaryEASTBAYMUD	5.0	5.0	5.0	5	0.0
PerkinsK8SANDIEGOCITYOF	5.0	5.0	5.0	5	0.0
PerryElementarySANDIEGOCITYOF	5.0	5.14	5.0280000000000005	5	1.0
PershingElementaryFAIROAKSWATERDISTRICT	5.0	5.0	5.0	5	0.0
PershingMiddleSANDIEGOCITYOF	5.0	5.0	5.0	5	0.0
PeterBurnettElementaryCITYOFSACRAMENTOMAIN	5.0	5.0	5.0	5	0.0
PeterBurnettMiddleSANJOSEWATERCOMPANY	5.0	5.0	5.0	5	0.0
PhoebeAHearstElementaryCITYOFSACRAMENTOMAIN	5.0	5.0	5.0	5	0.0
PhoenixAcademyAPPLEVALLEYRANCHOSWC	5.0	5.0	5.0	5	0.0
PiedmontAdultEducationEASTBAYMUD	5.0	5.0	5.0	5	0.0
PiedmontAvenueElementaryEASTBAYMUD	5.0	5.0	5.0	5	0.0
PiedmontHillsHighSANJOSEWATERCOMPANY	0.55	12.0	4.652	5	1.0
PiedmontMiddleEASTBAYMUD	5.0	5.0	5.0	5	0.0
PierceHighARBUCKLEPUBLICUTILITYDISTRICT	5.0	5.0	5.0	3	0.0
PineRidgeDELOROWATERCOPARADISEPINES	0.56	1.73	0.898	5	0.0
PineStreetSchoolSANTAMONICACITYWATERDIVISION	5.0	5.0	5.0	1	0.0
PinoleMiddleEASTBAYMUD	5.0	5.0	5.0	5	0.0
PinoleValleyHighEASTBAYMUD	5.0	5.0	5.0	4	0.0
PioneerElementaryCALAMLINCOLNOAKS	5.0	5.0	5.0	5	0.0
PioneerElementaryCITYOFDAVIS	5.0	5.0	5.0	5	0.0
PioneerElementaryESCONDIDOCITYOF	5.0	13.0	6.8	5	2.0
PioneerElementaryPIONEERELEMENTARYSCHOOL	5.0	5.0	5.0	4	0.0
PioneerHighSANJOSEWATERCOMPANY	5.0	5.0	5.0	5	0.0
PioneerMagnetSchoolfortheVisualandPerformingArtsAWABUCKHORNPLANT	5.0	5.0	5.0	5	0.0
PlazaVistaIRVINERANCHWATERDISTRICT	5.0	5.0	5.0	5	0.0
PleasantGroveHighELKGROVEWATERSERVICE	5.0	5.0	5.0	5	0.0
PlumasCharterEASTQUINCYSERVICESDISTRICT	5.0	22.6	8.52	5	1.0
PointDumeElementaryLOSANGELESCOWWDISTRICT2980MALIB	5.0	5.0	5.0	5	0.0
PointLomaHighSANDIEGOCITYOF	5.0	5.0	5.0	5	0.0
PomeradoElementaryPOWAYCITYOF	5.0	9.5	5.9	5	1.0
PonyExpressElementaryCITYOFSACRAMENTOMAIN	5.0	5.0	5.0	4	0.0
PortolaHighIRVINERANCHWATERDISTRICT	5.0	5.0	5.0	5	0.0
PortolaSpringsElementaryIRVINERANCHWATERDISTRICT	5.0	5.0	5.0	5	0.0
PowayAdultPOWAYCITYOF	5.0	6.07	5.214	5	1.0
PowayHighPOWAYCITYOF	5.0	5.0	5.0	5	0.0
PrairieElementaryCITYOFSACRAMENTOMAIN	5.0	5.0	5.0	5	0.0
PresidioMiddleSFPUCCITYDISTRIBUTIONDIVISION	5.0	5.0	5.0	5	0.0
PriceElementaryDOWNEYCITYWATERDEPT	5.0	5.0	5.0	3	0.0
ProspectHighSANJOSEWATERCOMPANY	0.34	0.58	0.454	5	0.0
ProvidenciaElementaryBURBANKCITYWATERDEPT	5.0	5.0	5.0	5	0.0
QuantumAcademyESCONDIDOCITYOF	5.0	5.0	5.0	4	0.0
RKLloydeHighGSWCSOUTHWEST	5.0	5.0	5.0	2	0.0
RLStevensonElementaryBURBANKCITYWATERDEPT	5.0	5.0	5.0	5	0.0
ROCAlternativeEducationBakersfieldAdultSchoolCWSBAKERSFIELD	5.0	5.0	5.0	1	0.0
RachelCarsonElementarySANJOSEWATERCOMPANY	5.0	5.0	5.0	5	0.0
RaferJohnsonCWSBAKERSFIELD	5.0	5.0	5.0	2	0.0
RalphEmersonElementaryBURBANKCITYWATERDEPT	5.0	5.0	5.0	5	0.0
RalphWaldoEmersonJuniorHighCITYOFDAVIS	5.0	24.0	8.30909090909091	11	3.0
RamblewoodElementarySANJOSEWATERCOMPANY	5.0	5.0	5.0	5	0.0
RamonGarzaElementaryCWSBAKERSFIELD	5.0	5.0	5.0	3	0.0
RamonaElementaryCITYOFALHAMBRA	5.0	5.0	5.0	5	0.0
RamonaMiddleLAVERNECITYWD	5.0	5.0	5.0	4	0.0
RanchoBuenaVistaHighVISTAIRRIGATIONDISTRICT	5.0	5.0	5.0	5	0.0
RanchoCucamongaMiddleCUCAMONGAVALLEYWATERDISTRICT	5.0	5.0	5.0	5	0.0
RanchoMinervaMiddleVISTAIRRIGATIONDISTRICT	5.0	5.0	5.0	5	0.0
RanchoSanDiegoElementaryOTAYWATERDISTRICT	5.0	5.0	5.0	5	0.0
RanchoVerdeElementaryAPPLEVALLEYRANCHOSWC	5.0	5.0	5.0	5	0.0
RanchodelaNacionSWEETWATERAUTHORITY	5.0	5.0	5.0	5	0.0
RaymondCaseElementarySCWALAGUNAVINEYARD	5.0	5.0	5.0	5	0.0
RedHillElementaryCITYOFTUSTIN	5.0	5.0	5.0	5	0.0
ReddingElementarySFPUCCITYDISTRIBUTIONDIVISION	5.0	11.9	6.38	5	1.0
RedwoodChristianMiddleSchoolandHighSchoolEASTBAYMUD	5.0	5.0	5.0	5	0.0
RedwoodElementarySHAFTERCITYOF	1.0	1.0	1.0	3	0.0
RedwoodHeightsElementaryEASTBAYMUD	5.0	5.0	5.0	5	0.0
RedwoodHighCITYOFREDWOODCITY	5.0	5.0	5.0	2	0.0
RedwoodHighMARINMUNICIPALWATERDISTRICT	5.0	5.0	5.0	5	0.0
RedwoodMiddleSANJOSEWATERCOMPANY	0.091	1.2	0.33819999999999995	5	0.0
ReedElementarySANJOSEWATERCOMPANY	5.0	6.2	5.24	5	1.0
RegencyParkElementaryCITYOFSACRAMENTOMAIN	5.0	5.0	5.0	5	0.0
ReidyCreekElementaryVALLEYCENTERMWD	5.0	50.0	14.714285714285714	7	3.0
RenaissanceHighSANTAPAULAWATERSYSTEM	5.0	5.0	5.0	2	0.0
ReverePaulElementarySFPUCCITYDISTRIBUTIONDIVISION	5.0	5.0	5.0	5	0.0
ReynoldsElementaryOCEANSIDECITYOF	5.0	5.0	5.0	5	0.0
RiceLilianJElementarySWEETWATERAUTHORITY	5.0	5.0	5.0	5	0.0
RichardHenryLeeElementaryGOLDENSTATEWCWESTORANGE	5.0	5.0	5.0	5	0.0
RichardLGravesMiddleSUBURBANWATERSYSTEMSWHITTIER	5.0	5.0	5.0	5	0.0
RichlandJuniorHighSHAFTERCITYOF	1.0	1.0	1.0	3	0.0
RichmondHighEASTBAYMUD	5.0	5.0	5.0	5	0.0
RidgepointElementarySACRAMENTOSUBURBANWATERDISTRICT	5.0	5.0	5.0	5	0.0
RidgeviewElementaryYUCAIPAVALLEYWATERDISTRICT	5.0	5.0	5.0	10	0.0
RidgeviewHighBAKERSFIELDCITYOF	5.0	5.0	5.0	5	0.0
RidgeviewHighContinuationDELOROWATERCOMAGALIA	0.52	5.0	2.76	2	0.0
RileyNewDawnSANDIEGOCITYOF	5.0	5.0	5.0	5	0.0
RinconMiddleESCONDIDOCITYOF	5.0	5.0	5.0	5	0.0
RioCazaderoHighContinuationCITYOFSACRAMENTOMAIN	5.0	7.1	5.42	5	1.0
RioHondoElementaryDOWNEYCITYWATERDEPT	5.0	8.7	6.233333333333333	3	1.0
RioLindaHighRIOLINDAELVERTACOMMUNITYWATERDIST	5.0	24.0	10.333333333333334	6	2.0
RioLindaPreparatoryAcademyRIOLINDAELVERTACOMMUNITYWATERDIST	5.0	5.0	5.0	5	0.0
RioSanGabrielElementaryDOWNEYCITYWATERDEPT	5.0	5.0	5.0	3	0.0
RioSecoElementaryPADREDAMMWD	5.0	5.0	5.0	5	0.0
RioTierraJuniorHighCITYOFSACRAMENTOMAIN	5.0	5.0	5.0	5	0.0
RioVistaSchoolofAppliedLearningAPPLEVALLEYRANCHOSWC	5.0	5.0	5.0	5	0.0
RiosElementaryPADREDAMMWD	5.0	5.0	5.0	5	0.0
RiverGlenSANJOSEWATERCOMPANY	5.0	7.9	5.58	5	1.0
RiverviewElementaryLAKESIDEWD	5.0	5.0	5.0	3	0.0
RobertCCooleyMiddleCITYOFROSEVILLE	5.0	5.0	5.0	5	0.0
RobertEWillettElementaryCITYOFDAVIS	5.0	5.0	5.0	5	0.0
RobertFKennedyElementarySANJOSEWATERCOMPANY	5.0	5.0	5.0	5	0.0
RobertHeidemanElementaryCITYOFTUSTIN	5.0	5.9	5.18	5	1.0
RobertJFiteElementarySCWALAGUNAVINEYARD	5.0	5.0	5.0	5	0.0
RobertJMcGarveyElementarySchoolSCWAMATHERSUNRISE	5.0	5.0	5.0	5	0.0
RockCreekElementaryPLACERCWAFOOTHILL	5.0	5.0	5.0	5	0.0
RockSpringsElementaryVALLECITOSWD	5.0	5.0	5.0	5	0.0
RocketshipAcademyBrilliantMindsSANJOSEWATERCOMPANY	0.09	5.0	1.3849999999999998	4	0.0
RocketshipAlmaAcademySANJOSEWATERCOMPANY	0.67	1.2	0.8775000000000001	4	0.0
RocketshipDiscoveryPrepSANJOSEWATERCOMPANY	0.28	0.74	0.4225	4	0.0
RocketshipFuerzaCommunityPrepSANJOSEWATERCOMPANY	0.093	5.0	4.0186	5	0.0
RocketshipLosSuenosAcademySANJOSEWATERCOMPANY	0.18	0.21	0.1925	4	0.0
RocketshipMateoSheedyElementarySANJOSEWATERCOMPANY	0.85	5.0	2.2375	4	0.0
RocketshipMosaicElementarySANJOSEWATERCOMPANY	0.1	5.0	2.072	5	0.0
RocketshipRisingStarsSANJOSEWATERCOMPANY	5.0	5.0	5.0	4	0.0
RocketshipSiSePuedeAcademySANJOSEWATERCOMPANY	0.39	0.52	0.455	2	0.0
RocketshipSparkAcademySANJOSEWATERCOMPANY	0.08	0.48	0.22666666666666666	3	0.0
RocklinElementaryPLACERCWAFOOTHILL	5.0	5.0	5.0	5	0.0
RocklinHighPLACERCWAFOOTHILL	5.0	5.0	5.0	5	0.0
RodKelleyElementaryCITYOFGILROY	5.0	5.0	5.0	3	0.0
RodriguezElementarySANDIEGOCITYOF	5.0	5.0	5.0	5	0.0
RogersGregElementarySWEETWATERAUTHORITY	5.0	5.0	5.0	5	0.0
RolandoElementaryHELIXWATERDISTRICT	5.0	5.0	5.0	3	0.0
RolandoParkElementarySANDIEGOCITYOF	5.0	5.0	5.0	5	0.0
RollingHillsMiddleSANJOSEWATERCOMPANY	0.098	5.0	2.1256	5	0.0
RonaldReaganElementaryBAKERSFIELDCITYOF	5.0	5.0	5.0	5	0.0
RooftopElementarySFPUCCITYDISTRIBUTIONDIVISION	5.0	5.0	5.0	5	0.0
RooftopSchoolSFPUCCITYDISTRIBUTIONDIVISION	5.0	5.0	5.0	4	0.0
RooseveltElementaryCWSBAKERSFIELD	5.0	5.0	5.0	4	0.0
RooseveltElementaryCWSCSALINAS	5.0	5.0	5.0	5	0.0
RooseveltElementarySANTAMONICACITYWATERDIVISION	5.0	5.9	5.18	5	1.0
RooseveltInternationalMiddleSANDIEGOCITYOF	5.0	5.0	5.0	5	0.0
RooseveltMiddleOCEANSIDECITYOF	5.0	5.0	5.0	4	0.0
RooseveltMiddleSFPUCCITYDISTRIBUTIONDIVISION	5.0	5.0	5.0	5	0.0
RooseveltPASADENACITYWATERDEPT	5.0	5.0	5.0	5	0.0
RosaParksElementaryCITYOFSACRAMENTOMAIN	5.0	5.0	5.0	5	0.0
RosaParksElementarySANDIEGOCITYOF	5.0	5.0	5.0	5	0.0
RosaryAcademyCITYOFFULLERTON	5.0	5.0	5.0	5	0.0
RoseCityHighContinuationPASADENACITYWATERDEPT	5.0	5.0	5.0	5	0.0
RoseElementaryESCONDIDOCITYOF	5.0	5.0	5.0	5	0.0
RosebankElementarySWEETWATERAUTHORITY	5.0	5.0	5.0	5	0.0
RosemaryElementarySANJOSEWATERCOMPANY	0.25	5.0	2.482	5	0.0
RosemontHighCALAMSUBURBAN	5.0	5.0	5.0	5	0.0
RosevilleHighCITYOFROSEVILLE	5.0	5.0	5.0	5	0.0
RossElementarySANDIEGOCITYOF	5.0	5.0	5.0	5	0.0
RossmoorElementaryGOLDENSTATEWCWESTORANGE	5.0	5.0	5.0	5	0.0
RowanElementarySANDIEGOCITYOF	5.0	5.0	5.0	5	0.0
RowlandUnifiedCommunityDayWALNUTVALLEYWATERDISTRICT	5.0	5.0	5.0	3	0.0
RoyHerburgerElementarySCWALAGUNAVINEYARD	5.0	5.0	5.0	5	0.0
RoyWLoudonElementaryCWSBAKERSFIELD	5.0	5.0	5.0	4	0.0
RoyalHighVENTURAWWDNO8SIMIVALLEY	5.0	5.0	5.0	4	0.0
RubyBridgesElementaryEASTBAYMUD	5.0	5.0	5.0	5	0.0
RuggenburgSpecialEducationSchoolEASTNILESCSD	3.7	20.0	9.566666666666666	3	1.0
RuhkalaElementaryPLACERCWAFOOTHILL	5.0	5.0	5.0	5	0.0
RuthGrimesElementaryWESTVALLEYWATERDISTRICT	5.0	5.3	5.0600000000000005	5	1.0
RuthOHarrisMiddleWESTVALLEYWATERDISTRICT	5.0	5.0	5.0	5	0.0
SFCountyCivicCenterSecondarySFPUCCITYDISTRIBUTIONDIVISION	5.0	5.0	5.0	5	0.0
SacramentoAcceleratedAcademyCITYOFSACRAMENTOMAIN	5.0	5.0	5.0	5	0.0
SacramentoHighSchoolCITYOFSACRAMENTOMAIN	5.0	5.0	5.0	5	0.0
SacredHeartCatholicPATTERSONCITYOF	5.0	6.5	5.3	5	1.0
SageCanyonSANDIEGOCITYOF	5.0	5.0	5.0	5	0.0
SaintKieranCatholicSchoolHELIXWATERDISTRICT	5.0	5.0	5.0	5	0.0
SamBrannanMiddleCITYOFSACRAMENTOMAIN	5.0	5.0	5.0	5	0.0
SamuelJackmanMiddleCITYOFSACRAMENTOMAIN	5.0	5.0	5.0	5	0.0
SamuelKennedyElementaryCALAMPARKWAY	5.0	5.0	5.0	5	0.0
SanAltosElementaryHELIXWATERDISTRICT	5.0	5.0	5.0	4	0.0
SanAndreasHighContinuationMARINMUNICIPALWATERDISTRICT	5.0	5.0	5.0	1	0.0
SanAntonioElementaryCASITASMUNICIPALWATERDIST	5.0	11.2	6.24	5	1.0
SanCarlosCharterLearningCenterMIDPENINSULAWATERDISTRICT	5.0	5.0	5.0	5	0.0
SanDiegoBusinessLeadershipSANDIEGOCITYOF	5.0	5.0	5.0	5	0.0
SanDiegoCooperativeCharter2NorthSANDIEGOCITYOF	5.0	5.0	5.0	5	0.0
SanDiegoCooperativeCharterSANDIEGOCITYOF	5.0	6.06	5.212	5	1.0
SanDiegoCooperativeCharterSchool2SANDIEGOCITYOF	5.0	38.6	12.43142857142857	7	3.0
SanDiegoFrenchAmericanSchoolSANDIEGOCITYOF	5.0	5.0	5.0	5	0.0
SanDiegoGlobalVisionAcademySANDIEGOCITYOF	5.0	5.0	5.0	5	0.0
SanDiegoSCPASANDIEGOCITYOF	5.0	5.0	5.0	5	0.0
SanElijoElementaryVALLECITOSWD	5.0	5.0	5.0	5	0.0
SanElijoMiddleVALLECITOSWD	5.0	5.0	5.0	5	0.0
SanFranciscoCommunityAlternativeSFPUCCITYDISTRIBUTIONDIVISION	5.0	5.0	5.0	5	0.0
SanFranciscoPublicMontessoriSFPUCCITYDISTRIBUTIONDIVISION	5.0	5.0	5.0	5	0.0
SanGabrielHighSANGABRIELCOUNTYWD	5.0	5.0	5.0	5	0.0
SanJoseCharterAcademySUBURBANWATERSYSTEMSSANJOSE	5.0	5.0	5.0	5	0.0
SanJoseHighSANJOSEWATERCOMPANY	5.0	5.0	5.0	4	0.0
SanJuanCentralCARMICHAELWATERDISTRICT	5.0	6.5	5.375	4	1.0
SanJuanHighCITRUSHEIGHTSWATERDISTRICT	5.0	5.0	5.0	5	0.0
SanLorenzoHighEASTBAYMUD	5.0	5.0	5.0	5	0.0
SanLorenzoUnifiedSchoolDistrictCentralKitchenEASTBAYMUD	5.0	5.0	5.0	5	0.0
SanLuisReyElementaryOCEANSIDECITYOF	5.0	5.0	5.0	5	0.0
SanMarcosElementaryVALLECITOSWD	5.0	5.0	5.0	4	0.0
SanMarcosHighVALLECITOSWD	5.0	5.0	5.0	5	0.0
SanMiguelElementaryCALIFORNIAAMERICANLARKFIELDPUC	5.0	5.0	5.0	5	0.0
SanMiguelElementaryCITYOFSUNNYVALE	5.0	5.0	5.0	10	0.0
SanMiguelElementaryHELIXWATERDISTRICT	5.0	5.0	5.0	5	0.0
SanOnofreElementaryCAMPPENDLETONNORTH	5.0	5.23	5.046	10	2.0
SanPasqualUnionElementaryESCONDIDOCITYOF	5.0	5.0	5.0	5	0.0
SanRafaelElementaryPASADENACITYWATERDEPT	5.0	5.0	5.0	5	0.0
SanchezElementarySFPUCCITYDISTRIBUTIONDIVISION	5.0	5.0	5.0	5	0.0
SandburgElementarySANDIEGOCITYOF	5.0	5.0	5.0	5	0.0
SandiaElementaryAPPLEVALLEYRANCHOSWC	5.0	5.0	5.0	5	0.0
SanhedrinHighWILLITSCITYOF	5.0	7.0	5.4	5	1.0
SantaFeHighSANTAFESPRINGSCITYWATERDEPT	5.0	22.0	7.985714285714286	7	2.0
SantaMargaritaElementaryCAMPPENDLETONSOUTH	5.0	5.0	5.0	5	0.0
SantaMonicaAlternativeK8SANTAMONICACITYWATERDIVISION	2.1	5.0	4.033333333333333	3	0.0
SantaMonicaHighSANTAMONICACITYWATERDIVISION	5.0	5.6	5.12	5	1.0
SantaPaulaHighSANTAPAULAWATERSYSTEM	5.0	5.0	5.0	5	0.0
SantaRitaElementaryCWSCSALINAS	5.0	5.0	5.0	5	0.0
SantaSophiaAcademyHELIXWATERDISTRICT	5.0	5.0	5.0	5	0.0
SantaSusanaElementaryVENTURAWWDNO8SIMIVALLEY	5.0	5.0	5.0	4	0.0
SantanaHighPADREDAMMWD	5.0	5.0	5.0	5	0.0
SantiagoHillsElementaryIRVINERANCHWATERDISTRICT	5.0	12.0	6.4	5	1.0
SaratogaElementarySANJOSEWATERCOMPANY	0.18	1.5	0.786	5	0.0
SchallenbergerElementarySANJOSEWATERCOMPANY	5.0	5.9	5.18	5	1.0
SchoolofEngineeringSciencesCITYOFSACRAMENTOMAIN	5.0	5.0	5.0	5	0.0
ScottAvenueElementarySUBURBANWATERSYSTEMSWHITTIER	5.0	5.0	5.0	5	0.0
ScottsValleyHighSCOTTSVALLEYWATERDISTRICT	5.0	5.0	5.0	5	0.0
ScottsValleyMiddleSCOTTSVALLEYWATERDISTRICT	5.0	5.0	5.0	5	0.0
ScrippsElementarySANDIEGOCITYOF	5.0	5.0	5.0	5	0.0
ScrippsRanchHighSANDIEGOCITYOF	5.0	5.0	5.0	5	0.0
SeasideHighMARINACOASTWATERDISTRICT	2.5	2.5	2.5	5	0.0
SeasideMiddleMARINACOASTWATERDISTRICT	2.5	6.0	3.5	5	1.0
SelmaOlinderElementarySANJOSEWATERCOMPANY	5.0	8.7	5.9	5	2.0
SenecaFamilyofAgenciesJamesBaldwinAcademyEASTBAYMUD	5.0	45.0	11.771428571428572	7	3.0
SequoiaDistrictAdultEducationCALIFORNIAWATERSERVICEBEARGULCH	5.0	5.0	5.0	3	0.0
SequoiaElementaryCALAMSUBURBAN	5.0	5.0	5.0	5	0.0
SequoiaElementaryEASTBAYMUD	5.0	5.0	5.0	5	0.0
SequoiaElementarySANDIEGOCITYOF	5.0	5.0	5.0	5	0.0
SequoiaElementarySHAFTERCITYOF	1.0	1.0	1.0	3	0.0
SequoiaHighCITYOFREDWOODCITY	4.0	5.0	4.8	5	0.0
SequoiaMiddleCWSBAKERSFIELD	5.0	5.0	5.0	4	0.0
SerraHighSANDIEGOCITYOF	5.0	5.0	5.0	5	0.0
SessionsElementarySANDIEGOCITYOF	5.0	5.0	5.0	5	0.0
SevickSpecialEducationHELIXWATERDISTRICT	5.0	5.0	5.0	4	0.0
ShafterHighSHAFTERCITYOF	1.0	1.0	1.0	4	0.0
ShannonElementaryEASTBAYMUD	5.0	5.0	5.0	5	0.0
SharonChristaMcAuliffeMiddleGOLDENSTATEWCWESTORANGE	5.0	5.0	5.0	5	0.0
ShastaAdultEducationCITYOFREDDING	5.0	5.0	5.0	2	0.0
ShastaHighCITYOFREDDING	5.0	5.0	5.0	5	0.0
SheldonElementaryEASTBAYMUD	5.0	5.0	5.0	5	0.0
SheldonHighSCWALAGUNAVINEYARD	5.0	5.0	5.0	5	0.0
ShelynElementaryWALNUTVALLEYWATERDISTRICT	5.0	5.02	5.006666666666667	3	1.0
ShepherdoftheHillsLutheranHELIXWATERDISTRICT	5.0	5.0	5.0	2	0.0
SheridanElementarySFPUCCITYDISTRIBUTIONDIVISION	5.0	5.0	5.0	5	0.0
ShermanElementarySANDIEGOCITYOF	5.0	5.0	5.0	5	0.0
ShermanElementarySFPUCCITYDISTRIBUTIONDIVISION	5.0	5.0	5.0	5	0.0
ShermanOaksElementarySANJOSEWATERCOMPANY	0.43	5.0	2.04	5	0.0
SherwoodElementaryCWSCSALINAS	5.0	5.0	5.0	5	0.0
SierraElementaryPLACERCWAFOOTHILL	5.0	5.51	5.1274999999999995	4	1.0
SierraMadreElementarySIERRAMADRECITYWATERDEPT	5.0	5.0	5.0	5	0.0
SierraMadreMiddleSIERRAMADRECITYWATERDEPT	5.0	5.0	5.0	5	0.0
SierraMiddleCWSBAKERSFIELD	5.0	5.0	5.0	2	0.0
SierraSchoolofButteCountyCALWATERSERVICECOOROVILLE	5.0	5.0	5.0	1	0.0
SierraViewElementarySACRAMENTOSUBURBANWATERDISTRICT	5.0	60.0	17.833333333333332	6	2.0
SierraVistaMiddleIRVINERANCHWATERDISTRICT	5.0	5.0	5.0	5	0.0
SierraVistaMiddleLAPUENTEVALLEYCWD	5.0	5.0	5.0	5	0.0
SilverCreekHighCITYOFSANJOSEEVGEDVCOY	5.0	5.0	5.0	4	0.0
SilverGateElementarySANDIEGOCITYOF	5.0	5.0	5.0	5	0.0
SilverStrandElementaryCALAMWATERCORONADO	5.0	5.0	5.0	5	0.0
SilverWingElementaryCALAMWATERCORONADO	5.0	5.0	5.0	5	0.0
SimondsElementarySANJOSEWATERCOMPANY	5.0	5.0	5.0	5	0.0
SinaloaMiddleVENTURAWWDNO8SIMIVALLEY	5.0	5.0	5.0	4	0.0
SingLumElementaryBAKERSFIELDCITYOF	5.0	5.4	5.1	4	1.0
SirFrancisDrakeHighMARINMUNICIPALWATERDISTRICT	5.0	5.0	5.0	5	0.0
SissonMTSHASTACITYOF	5.0	5.0	5.0	5	0.0
SittingBullAcademyAPPLEVALLEYRANCHOSWC	5.0	5.0	5.0	5	0.0
SkycrestElementaryCITRUSHEIGHTSWATERDISTRICT	5.0	5.0	5.0	5	0.0
SkylineHighEASTBAYMUD	5.0	5.5	5.1	5	1.0
SleepyHollowElementaryEASTBAYMUD	5.0	5.0	5.0	4	0.0
SloatCommodoreElementarySFPUCCITYDISTRIBUTIONDIVISION	5.0	5.0	5.0	5	0.0
SloverMountainHighContinuationWESTVALLEYWATERDISTRICT	5.0	6.9	5.38	5	1.0
SmytheAcademyMiddleSchoolCITYOFSACRAMENTOMAIN	5.0	5.6	5.12	5	1.0
SmytheAcademyofArtsandSciencesCITYOFSACRAMENTOMAIN	5.0	5.0	5.0	5	0.0
SolAureusCollegePreparatoryCITYOFSACRAMENTOMAIN	5.0	6.6	5.32	5	1.0
SolorsanoMiddleCITYOFGILROY	5.0	5.0	5.0	3	0.0
SonoraHighCITYOFBREA	5.0	5.0	5.0	5	0.0
SouthHighCWSBAKERSFIELD	5.0	5.0	5.0	5	0.0
SouthHillsboroughHILLSBOROUGHWATERDEPT	5.0	5.0	5.0	5	0.0
SouthLakeMiddleIRVINERANCHWATERDISTRICT	5.0	5.0	5.0	5	0.0
SouthOceansideElementaryOCEANSIDECITYOF	5.0	5.0	5.0	5	0.0
SouthValleyMiddleCITYOFGILROY	5.0	5.0	5.0	3	0.0
SouthlandsChristianSchoolsROWLANDWATERDISTRICT	5.0	5.0	5.0	5	0.0
SouthwestMiddleSANDIEGOCITYOF	5.0	5.0	5.0	5	0.0
SouthwestSeniorHighSANDIEGOCITYOF	5.0	5.0	5.0	4	0.0
SpreckelsElementarySANDIEGOCITYOF	5.0	5.0	5.0	5	0.0
SpringValleyElementarySFPUCCITYDISTRIBUTIONDIVISION	5.0	7.28	5.682	5	2.0
SpringViewMiddlePLACERCWAFOOTHILL	5.0	5.0	5.0	5	0.0
SpringallAcademySANDIEGOCITYOF	5.0	5.0	5.0	5	0.0
SpringbrookElementaryIRVINERANCHWATERDISTRICT	5.0	9.52	5.753333333333333	6	1.0
SpringerElementaryCITYOFMOUNTAINVIEW	5.0	5.0	5.0	4	0.0
StAnneSchoolMOULTONNIGUELWATERDISTRICT	5.0	5.0	5.0	5	0.0
StCharlesElementaryCALIFORNIAWATERSERVICESANCARLOS	5.0	5.0	5.0	4	0.0
StEdwardParishALAMEDACOUNTYWATERDISTRICT	5.0	5.0	5.0	5	0.0
StFrancisCatholicHighSchoolCITYOFSACRAMENTOMAIN	5.0	5.0	5.0	5	0.0
